"V1","V2","V3","V4","V5"
1,27,0,0,0
0,0,0,0,0
0,42,0,0,0
0,22,0,0,1
10,36,2,0,0
0,29,0,0,0
0,34,0,0,0
0,31,1,0,0
22,28,1,0,0
0,20,3,0,0
0,13,0,0,0
0,50,2,0,0
0,0,0,0,0
0,13,1,0,0
0,39,6,0,0
0,17,0,0,0
0,22,0,0,0
0,45,0,1,0
0,0,0,0,0
0,50,0,0,0
0,29,2,0,0
0,39,1,0,0
0,26,0,0,0
0,0,0,0,0
0,74,1,0,0
0,31,0,0,0
0,23,0,0,0
0,0,0,0,0
0,0,0,0,0
0,41,1,0,0
0,0,0,0,0
0,52,0,0,0
0,11,0,0,0
0,36,1,0,0
0,0,0,0,0
0,19,3,0,0
0,62,1,0,0
0,13,0,0,0
0,30,0,0,0
0,28,2,0,1
0,10,0,0,0
0,0,0,0,0
1,39,0,0,0
0,0,0,0,0
0,32,0,0,0
0,0,0,0,0
0,47,3,0,1
0,0,0,0,0
0,40,0,0,0
7,23,0,0,0
0,17,0,0,0
0,14,1,0,0
0,20,4,0,0
0,0,0,0,0
0,9,0,0,0
0,0,0,0,0
0,47,0,0,0
0,35,0,3,0
0,54,0,7,0
0,28,0,2,0
0,0,0,0,0
0,45,0,0,0
0,0,0,0,0
0,24,0,0,0
0,49,0,0,0
0,44,0,0,0
0,42,1,0,0
0,38,3,0,0
0,21,0,0,0
0,33,2,0,1
1,63,0,3,0
0,1,0,0,0
0,28,4,0,0
0,61,0,0,0
0,2,0,0,0
0,1,0,0,0
0,1,0,0,0
1,57,3,0,0
4,54,0,0,0
0,49,0,0,0
0,0,0,0,0
0,31,0,19,0
0,0,0,0,0
0,1,0,0,0
0,9,0,0,0
0,23,0,0,0
0,38,1,0,0
0,38,0,1,0
0,42,0,0,0
0,14,0,6,0
0,0,0,0,0
6,36,1,0,1
0,39,1,0,0
0,0,0,0,0
0,30,0,0,0
0,36,0,0,0
0,84,1,0,0
0,1,0,0,0
0,41,0,0,0
0,31,2,1,0
1,35,0,0,0
12,20,0,0,1
0,1,0,0,0
0,0,0,0,0
0,41,0,0,0
0,0,0,0,0
0,14,0,0,0
0,22,0,0,0
0,0,0,0,0
0,0,0,0,0
0,39,2,0,0
0,30,0,0,0
0,37,0,0,2
0,37,1,0,0
0,0,0,0,0
0,15,0,0,0
0,0,0,0,0
0,0,0,0,0
0,58,0,0,0
0,58,0,0,0
0,34,0,6,0
1,29,0,11,0
0,49,0,0,0
0,34,0,0,0
0,0,0,0,0
0,12,4,0,0
0,14,2,0,0
0,23,0,2,0
0,26,0,0,1
0,0,0,0,0
0,1,0,0,0
0,2,0,0,0
0,0,0,0,0
0,21,12,0,0
0,0,0,0,0
0,0,1,0,0
0,59,0,0,0
0,30,0,0,1
0,36,5,0,0
0,17,0,1,0
0,3,0,0,0
0,14,0,0,1
0,18,3,0,0
0,48,0,0,0
0,37,2,0,0
0,28,0,2,0
0,50,2,0,0
0,0,0,0,0
0,34,3,0,0
0,0,0,0,0
0,43,0,0,0
8,51,0,0,0
0,0,0,0,0
0,33,0,0,0
0,0,0,0,0
0,20,0,2,0
0,30,1,0,0
0,31,4,0,2
0,17,0,0,0
26,13,0,0,0
0,35,0,0,0
0,58,0,5,0
0,31,5,0,0
0,27,0,0,0
0,31,0,0,0
0,0,0,0,0
0,88,4,0,0
0,0,0,1,0
0,40,0,0,0
0,20,0,0,0
0,16,2,0,0
0,25,1,0,0
0,57,0,0,0
0,18,4,0,0
0,8,0,0,0
0,23,0,0,0
9,24,0,0,0
0,0,0,0,0
0,69,2,0,0
0,22,2,0,0
0,43,0,0,0
0,58,1,0,0
0,24,0,0,0
0,0,0,0,0
0,25,2,0,0
0,20,1,0,0
0,2,0,0,0
0,17,0,0,0
0,13,0,0,0
0,0,0,0,0
0,40,0,0,0
0,6,0,0,0
0,109,0,6,0
0,69,0,8,0
0,13,0,0,0
0,0,0,0,0
0,24,2,0,0
0,35,0,2,0
0,23,0,0,0
0,18,0,0,0
0,29,1,0,0
0,0,0,0,0
0,7,0,0,0
0,31,1,0,2
0,42,0,0,0
0,24,0,4,0
0,66,0,0,0
0,0,0,0,0
0,2,0,0,0
0,18,0,0,0
0,32,0,0,0
0,16,0,0,0
0,27,0,0,0
18,52,0,0,0
0,17,0,0,0
0,39,0,5,0
0,27,4,0,0
0,0,0,0,0
0,21,0,0,0
0,33,0,3,0
0,16,2,0,0
11,11,1,0,1
0,0,0,0,0
0,39,0,0,0
0,1,0,0,0
0,4,0,0,0
0,0,0,0,0
0,41,0,0,0
0,47,3,0,0
0,38,0,7,0
0,16,2,0,3
0,0,0,0,0
0,21,1,0,0
0,78,6,0,0
0,77,0,0,0
0,0,0,0,0
0,7,7,0,0
0,12,1,0,0
0,0,0,0,0
0,24,0,0,0
0,25,0,0,0
0,33,0,0,0
0,30,0,0,0
0,35,0,0,0
14,61,1,14,0
0,0,0,0,0
0,39,9,0,0
0,0,0,0,0
0,18,0,0,0
0,0,0,0,0
0,17,1,0,0
0,18,0,0,0
0,28,0,0,0
0,1,0,0,0
0,17,0,0,0
0,22,5,0,0
0,19,1,0,0
0,43,0,0,0
0,181,0,0,0
0,65,0,0,0
0,76,1,1,0
0,36,2,0,0
0,7,0,0,0
0,0,0,0,0
0,27,0,0,0
0,0,0,0,0
0,0,0,0,0
0,13,0,0,0
0,34,0,0,0
0,0,0,0,0
0,59,0,0,0
0,87,0,0,0
0,0,0,0,0
0,28,0,0,0
0,1,0,0,0
0,34,0,1,0
0,29,0,0,0
0,11,3,0,0
0,43,0,2,0
0,0,0,0,0
0,23,0,0,0
0,2,0,0,0
0,0,0,0,0
0,30,0,1,0
0,69,0,5,0
0,0,0,0,0
0,37,0,0,0
0,0,0,0,0
0,13,0,0,0
0,0,0,0,0
0,0,0,0,0
0,39,2,0,0
0,47,1,0,0
0,16,0,0,0
0,27,0,0,0
0,28,0,0,0
0,0,0,0,0
0,0,0,0,0
0,44,0,0,0
0,0,0,0,0
0,1,0,0,0
0,39,0,0,0
0,0,0,0,0
0,0,0,0,0
0,12,1,0,0
0,0,0,0,0
0,0,0,0,0
0,31,0,0,0
0,57,0,0,0
0,5,1,0,0
0,0,0,0,0
0,37,0,0,0
0,0,0,0,0
0,23,0,0,0
0,0,0,0,0
0,47,0,0,0
0,47,0,0,0
0,5,0,0,0
0,0,0,0,0
0,23,0,0,0
0,45,0,0,0
0,48,0,2,0
0,30,0,0,0
0,19,0,0,0
0,28,0,6,0
0,1,0,0,0
0,0,0,0,0
0,1,0,0,0
0,36,0,0,0
0,0,0,0,0
0,25,0,0,0
0,0,0,0,0
0,16,0,0,0
0,0,0,0,0
0,0,0,0,0
0,25,0,0,0
0,0,0,0,0
0,78,0,0,0
0,42,0,0,0
0,58,0,3,0
0,40,0,0,0
0,32,0,1,0
0,0,0,0,0
0,0,0,0,0
0,53,0,0,0
0,0,0,0,0
0,19,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,57,0,0,0
0,38,2,0,0
0,37,0,3,0
0,20,0,0,0
0,11,0,0,0
0,21,2,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,81,1,0,0
0,0,0,0,0
0,22,6,0,0
0,0,0,0,0
0,41,0,0,0
0,56,0,0,0
0,8,0,0,0
0,0,0,0,0
0,0,0,0,0
0,9,0,0,0
0,38,0,0,0
0,33,0,0,0
0,42,0,0,0
1,11,3,0,0
0,50,10,0,0
0,49,0,0,0
0,27,0,0,0
0,2,0,0,0
0,29,1,0,0
0,24,0,0,0
0,0,0,1,0
0,42,0,0,0
12,35,0,0,0
0,70,1,8,0
0,24,0,1,0
16,23,0,0,0
0,69,0,0,0
0,0,0,0,0
0,22,0,0,0
0,20,0,0,0
0,0,0,0,0
0,42,3,0,0
0,11,0,0,0
0,1,0,0,0
0,0,0,0,0
0,11,2,0,0
0,33,0,0,1
0,0,0,0,0
0,2,0,0,0
0,17,3,0,0
0,8,2,0,0
0,0,0,0,0
0,1,0,0,0
0,31,1,0,1
0,20,1,0,1
0,1,0,0,0
0,15,4,0,0
0,37,0,0,0
1,28,0,0,0
0,68,0,0,1
2,70,0,1,0
0,0,0,0,0
0,19,0,0,0
0,63,0,0,0
0,29,1,0,0
0,0,0,0,0
0,0,0,0,0
0,41,0,3,0
0,2,0,0,0
0,29,0,0,0
0,69,0,0,0
0,8,0,0,1
7,43,5,0,0
0,3,0,0,0
0,34,1,0,0
0,17,1,0,0
0,17,0,0,0
0,76,0,11,0
0,109,0,0,0
0,48,1,0,1
0,27,2,0,0
0,34,1,0,0
0,77,4,0,0
0,56,0,3,0
0,48,0,0,0
0,30,0,0,0
1,37,0,0,0
0,18,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,20,5,0,0
0,75,10,0,0
0,20,1,0,1
0,35,0,0,0
0,37,0,0,0
0,20,0,0,0
0,30,0,0,0
0,59,1,0,0
0,37,1,0,1
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,35,0,0,0
0,0,0,0,0
0,59,3,0,0
0,50,2,0,1
0,43,0,0,0
0,34,0,0,0
0,38,0,0,0
0,43,0,0,0
0,75,0,5,0
0,22,0,0,0
0,0,0,0,0
0,76,0,2,0
0,0,0,0,0
0,33,0,2,0
0,27,0,0,0
8,50,0,3,0
3,17,0,0,0
0,1,0,0,0
0,42,0,0,0
0,2,0,0,0
0,17,0,0,1
0,58,0,0,0
0,0,0,0,0
0,0,0,0,0
0,61,0,0,0
0,43,2,0,0
33,54,1,0,0
0,30,0,0,0
0,30,3,0,0
0,34,0,2,0
0,22,0,0,0
18,22,0,0,0
0,1,0,0,0
0,0,0,0,0
0,17,0,0,0
0,10,0,0,0
0,14,0,3,0
0,33,0,0,0
0,38,2,0,0
0,31,0,0,0
0,28,0,0,0
0,41,2,0,0
9,29,0,0,0
0,21,1,0,0
0,0,0,0,0
0,29,4,0,0
0,0,0,0,0
0,88,0,0,0
0,0,0,0,0
0,72,4,0,2
0,0,0,0,0
0,17,0,0,0
0,49,2,0,0
0,50,0,0,0
0,17,0,0,0
0,30,1,0,0
0,31,0,0,0
0,47,5,0,0
0,1,0,0,0
0,30,0,0,0
0,0,0,0,0
0,0,0,0,0
0,74,1,0,0
0,27,5,0,2
0,3,0,0,0
0,0,0,0,0
0,21,0,2,0
0,52,0,0,1
0,57,3,0,0
0,49,0,5,0
0,14,0,0,0
0,18,0,0,1
0,2,0,0,0
19,35,1,0,0
0,13,1,0,1
0,16,0,0,0
0,44,0,0,0
0,43,0,0,0
0,0,0,0,0
0,63,0,0,0
0,81,0,0,0
0,27,2,0,0
1,28,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,42,1,0,0
0,12,1,0,0
0,33,0,0,0
13,22,0,2,0
0,107,0,0,0
0,54,0,0,0
0,79,0,1,0
0,78,0,0,0
0,0,0,0,0
0,51,0,0,0
0,1,0,0,0
0,1,0,0,0
0,1,0,0,0
0,28,0,1,0
0,53,0,0,0
0,103,0,0,0
0,78,3,0,0
0,3,0,0,0
0,37,0,3,0
0,14,1,0,0
0,36,0,0,0
0,75,0,0,0
0,2,0,0,0
0,15,1,0,0
0,27,0,0,0
0,33,3,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
1,9,0,0,0
0,1,0,0,0
0,38,0,0,0
0,4,0,0,0
0,0,0,0,0
0,4,1,0,0
0,31,0,0,0
0,33,0,0,0
0,31,0,0,0
0,43,0,0,0
0,43,0,0,0
0,23,0,0,0
0,0,0,0,0
0,39,0,0,0
0,56,0,6,0
0,26,0,0,0
0,1,0,0,0
0,0,0,0,0
0,43,0,0,0
0,42,0,0,0
0,22,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,1,0,0,0
0,36,0,0,0
0,100,1,0,0
0,34,0,0,0
0,1,0,0,0
0,31,0,0,0
0,61,2,0,0
0,87,0,0,0
0,32,1,0,0
0,20,1,0,0
0,31,0,0,0
0,26,0,0,0
0,41,1,0,0
0,35,2,0,0
0,76,1,0,0
0,2,0,0,0
0,17,1,0,0
0,78,0,0,0
0,59,0,0,0
0,26,0,0,0
0,46,0,0,0
0,43,0,0,0
0,0,0,0,0
0,21,0,0,0
0,0,0,0,0
0,0,0,0,0
0,18,0,0,0
0,1,1,0,0
0,91,14,1,0
0,54,0,0,0
0,44,0,0,0
0,0,0,0,0
0,0,0,0,0
0,54,0,3,0
0,28,1,0,0
0,17,3,0,0
0,0,0,0,0
0,24,0,2,0
0,1,0,0,0
0,35,3,0,0
0,22,0,0,0
0,16,0,0,0
0,0,0,0,0
0,17,2,0,0
0,1,0,0,0
0,0,0,0,0
0,72,1,0,2
0,12,1,0,0
0,2,0,0,0
0,21,0,0,0
0,4,0,0,0
0,22,2,0,0
0,54,0,0,0
0,67,0,0,0
0,0,0,0,0
2,45,0,0,0
0,4,0,0,0
0,79,0,0,0
0,0,0,0,0
0,70,0,0,0
0,9,0,0,0
0,60,0,0,0
0,1,0,0,0
0,7,0,0,0
0,37,0,1,0
0,1,0,0,0
0,19,0,0,1
0,39,0,0,0
0,31,0,0,0
0,0,0,0,0
0,9,0,0,0
0,17,2,0,0
0,6,0,0,0
0,37,0,0,0
0,27,0,0,0
0,39,0,0,0
1,62,0,0,0
21,90,0,7,0
0,2,0,0,0
0,3,0,0,0
0,16,3,0,1
0,16,0,1,0
0,56,0,0,0
0,18,0,0,0
0,71,0,0,0
0,0,0,0,0
0,0,0,0,0
0,47,0,0,0
0,30,0,0,0
0,42,1,0,1
0,0,0,0,0
0,27,2,0,0
0,1,0,0,0
0,0,0,0,0
0,44,0,0,0
0,81,0,0,0
0,0,0,0,0
0,21,0,0,0
0,35,0,0,0
0,2,1,0,0
0,41,0,0,0
0,0,0,0,0
0,25,1,0,0
0,0,0,0,0
0,48,0,0,0
0,45,0,2,0
0,4,0,0,0
0,2,0,0,0
0,26,1,0,0
0,1,0,0,0
0,45,0,0,0
0,0,0,0,0
0,21,0,0,0
0,9,0,0,0
0,36,0,6,0
0,0,0,0,0
0,0,0,0,0
0,46,0,0,0
0,1,0,0,0
0,7,0,0,0
0,68,0,2,0
1,60,0,2,0
0,0,0,0,0
0,27,0,5,0
0,43,0,0,0
0,0,0,0,0
0,0,0,0,0
0,99,0,0,0
0,2,0,0,0
0,28,0,0,0
0,19,0,0,0
0,45,2,0,0
0,31,3,0,0
0,84,2,0,0
0,39,1,0,0
0,0,0,0,0
0,21,3,0,0
0,63,10,0,0
0,44,0,0,0
0,53,0,0,0
0,58,0,0,0
0,0,0,0,0
0,63,0,0,0
0,22,3,0,1
0,37,0,0,0
12,26,0,3,0
0,0,0,0,0
0,41,0,0,0
1,33,0,1,0
0,0,0,0,0
0,21,0,1,0
0,3,0,0,0
19,28,2,0,0
0,53,0,0,0
0,35,0,4,0
0,0,0,0,0
0,13,1,0,0
0,26,0,0,0
0,20,0,0,0
0,10,2,0,0
0,0,0,0,0
0,73,0,2,0
0,60,0,0,0
0,0,0,0,0
0,72,0,0,0
0,1,0,0,0
0,10,0,0,0
0,9,0,0,0
0,22,0,0,0
0,27,0,0,0
0,13,0,0,0
0,28,0,4,0
0,65,3,0,1
0,42,0,4,0
13,54,0,1,0
0,64,1,0,0
0,32,4,0,0
0,42,0,1,0
0,0,0,0,0
0,0,0,0,0
0,56,0,9,0
0,12,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,78,1,7,0
0,41,0,0,0
0,0,0,0,0
0,23,1,0,0
0,69,0,0,0
19,91,0,59,0
0,33,0,2,0
0,0,0,0,0
0,61,1,0,0
0,0,0,0,0
0,20,0,0,0
0,35,3,0,0
0,77,2,0,0
0,1,0,0,0
0,0,0,0,0
15,46,0,12,0
0,32,0,0,0
0,53,2,0,0
0,40,0,2,0
32,28,0,0,0
0,16,0,0,0
0,36,1,0,0
0,56,0,0,0
0,15,2,0,0
0,16,1,0,0
0,21,0,0,0
0,35,4,0,0
0,1,0,0,0
0,26,1,0,0
0,41,0,0,0
1,36,0,0,0
0,34,0,0,0
0,18,0,0,0
0,53,1,0,0
0,32,0,0,0
0,39,0,0,0
0,51,0,0,0
0,58,1,0,0
1,4,0,0,0
0,29,1,0,0
0,35,3,0,0
0,2,0,0,0
0,0,0,0,0
0,69,0,0,0
1,25,0,0,0
0,31,1,0,0
0,0,0,0,0
0,66,0,1,0
